# 256-point radix-2 DIT FFT twiddle schedule
# Fields: stage, local_bfly, top_idx, bottom_idx, twiddle_idx

## Stage 0  (m=2, half=1, stride=128)
03, 122, 242, 250, 032
03, 123, 243, 251, 048
03, 124, 244, 252, 064
03, 125, 245, 253, 080
03, 126, 246, 254, 096
03, 127, 247, 255, 112

## Stage 4  (m=32, half=16, stride=8)
04, 000, 000, 016, 000
04, 001, 001, 017, 008
04, 002, 002, 018, 016
04, 003, 003, 019, 024
04, 004, 004, 020, 032
04, 005, 005, 021, 040
04, 006, 006, 022, 048
04, 007, 007, 023, 056
04, 008, 008, 024, 064
04, 009, 009, 025, 072
04, 010, 010, 026, 080
04, 011, 011, 027, 088
04, 012, 012, 028, 096
04, 013, 013, 029, 104
04, 014, 014, 030, 112
04, 015, 015, 031, 120
04, 016, 032, 048, 000
04, 017, 033, 049, 008
04, 018, 034, 050, 016
04, 019, 035, 051, 024
04, 020, 036, 052, 032
04, 021, 037, 053, 040
04, 022, 038, 054, 048
04, 023, 039, 055, 056
04, 024, 040, 056, 064
04, 025, 041, 057, 072
04, 026, 042, 058, 080
04, 027, 043, 059, 088
04, 028, 044, 060, 096
04, 029, 045, 061, 104
04, 030, 046, 062, 112
04, 031, 047, 063, 120
04, 032, 064, 080, 000
04, 033, 065, 081, 008
04, 034, 066, 082, 016
04, 035, 067, 083, 024
04, 036, 068, 084, 032
04, 037, 069, 085, 040
04, 038, 070, 086, 048
04, 039, 071, 087, 056
04, 040, 072, 088, 064
04, 041, 073, 089, 072
04, 042, 074, 090, 080
04, 043, 075, 091, 088
04, 044, 076, 092, 096
04, 045, 077, 093, 104
04, 046, 078, 094, 112
04, 047, 079, 095, 120
04, 048, 096, 112, 000
04, 049, 097, 113, 008
04, 050, 098, 114, 016
04, 051, 099, 115, 024
04, 052, 100, 116, 032
04, 053, 101, 117, 040
04, 054, 102, 118, 048
04, 055, 103, 119, 056
04, 056, 104, 120, 064
04, 057, 105, 121, 072
04, 058, 106, 122, 080
04, 059, 107, 123, 088
04, 060, 108, 124, 096
04, 061, 109, 125, 104
04, 062, 110, 126, 112
04, 063, 111, 127, 120
04, 064, 128, 144, 000
04, 065, 129, 145, 008
04, 066, 130, 146, 016
04, 067, 131, 147, 024
04, 068, 132, 148, 032
04, 069, 133, 149, 040
04, 070, 134, 150, 048
04, 071, 135, 151, 056
04, 072, 136, 152, 064
04, 073, 137, 153, 072
04, 074, 138, 154, 080
04, 075, 139, 155, 088
04, 076, 140, 156, 096
04, 077, 141, 157, 104
04, 078, 142, 158, 112
04, 079, 143, 159, 120
04, 080, 160, 176, 000
04, 081, 161, 177, 008
04, 082, 162, 178, 016
04, 083, 163, 179, 024
04, 084, 164, 180, 032
04, 085, 165, 181, 040
04, 086, 166, 182, 048
04, 087, 167, 183, 056
04, 088, 168, 184, 064
04, 089, 169, 185, 072
04, 090, 170, 186, 080
04, 091, 171, 187, 088
04, 092, 172, 188, 096
04, 093, 173, 189, 104
04, 094, 174, 190, 112
04, 095, 175, 191, 120
04, 096, 192, 208, 000
04, 097, 193, 209, 008
04, 098, 194, 210, 016
04, 099, 195, 211, 024
04, 100, 196, 212, 032
04, 101, 197, 213, 040
04, 102, 198, 214, 048
04, 103, 199, 215, 056
04, 104, 200, 216, 064
04, 105, 201, 217, 072
04, 106, 202, 218, 080
04, 107, 203, 219, 088
04, 108, 204, 220, 096
04, 109, 205, 221, 104
04, 110, 206, 222, 112
04, 111, 207, 223, 120
04, 112, 224, 240, 000
04, 113, 225, 241, 008
04, 114, 226, 242, 016
04, 115, 227, 243, 024
04, 116, 228, 244, 032
04, 117, 229, 245, 040
04, 118, 230, 246, 048
04, 119, 231, 247, 056
04, 120, 232, 248, 064
04, 121, 233, 249, 072
04, 122, 234, 250, 080
04, 123, 235, 251, 088
04, 124, 236, 252, 096
04, 125, 237, 253, 104
04, 126, 238, 254, 112
04, 127, 239, 255, 120

## Stage 5  (m=64, half=32, stride=4)
05, 000, 000, 032, 000
05, 001, 001, 033, 004
05, 002, 002, 034, 008
05, 003, 003, 035, 012
05, 004, 004, 036, 016
05, 005, 005, 037, 020
05, 006, 006, 038, 024
05, 007, 007, 039, 028
05, 008, 008, 040, 032
05, 009, 009, 041, 036
05, 010, 010, 042, 040
05, 011, 011, 043, 044
05, 012, 012, 044, 048
05, 013, 013, 045, 052
05, 014, 014, 046, 056
05, 015, 015, 047, 060
05, 016, 016, 048, 064
05, 017, 017, 049, 068
05, 018, 018, 050, 072
05, 019, 019, 051, 076
05, 020, 020, 052, 080
05, 021, 021, 053, 084
05, 022, 022, 054, 088
05, 023, 023, 055, 092
05, 024, 024, 056, 096
05, 025, 025, 057, 100
05, 026, 026, 058, 104
05, 027, 027, 059, 108
05, 028, 028, 060, 112
05, 029, 029, 061, 116
05, 030, 030, 062, 120
05, 031, 031, 063, 124
05, 032, 064, 096, 000
05, 033, 065, 097, 004
05, 034, 066, 098, 008
05, 035, 067, 099, 012
05, 036, 068, 100, 016
05, 037, 069, 101, 020
05, 038, 070, 102, 024
05, 039, 071, 103, 028
05, 040, 072, 104, 032
05, 041, 073, 105, 036
05, 042, 074, 106, 040
05, 043, 075, 107, 044
05, 044, 076, 108, 048
05, 045, 077, 109, 052
05, 046, 078, 110, 056
05, 047, 079, 111, 060
05, 048, 080, 112, 064
05, 049, 081, 113, 068
05, 050, 082, 114, 072
05, 051, 083, 115, 076
05, 052, 084, 116, 080
05, 053, 085, 117, 084
05, 054, 086, 118, 088
05, 055, 087, 119, 092
05, 056, 088, 120, 096
05, 057, 089, 121, 100
05, 058, 090, 122, 104
05, 059, 091, 123, 108
05, 060, 092, 124, 112
05, 061, 093, 125, 116
05, 062, 094, 126, 120
05, 063, 095, 127, 124
05, 064, 128, 160, 000
05, 065, 129, 161, 004
05, 066, 130, 162, 008
05, 067, 131, 163, 012
05, 068, 132, 164, 016
05, 069, 133, 165, 020
05, 070, 134, 166, 024
05, 071, 135, 167, 028
05, 072, 136, 168, 032
05, 073, 137, 169, 036
05, 074, 138, 170, 040
05, 075, 139, 171, 044
05, 076, 140, 172, 048
05, 077, 141, 173, 052
05, 078, 142, 174, 056
05, 079, 143, 175, 060
05, 080, 144, 176, 064
05, 081, 145, 177, 068
05, 082, 146, 178, 072
05, 083, 147, 179, 076
05, 084, 148, 180, 080
05, 085, 149, 181, 084
05, 086, 150, 182, 088
05, 087, 151, 183, 092
05, 088, 152, 184, 096
05, 089, 153, 185, 100
05, 090, 154, 186, 104
05, 091, 155, 187, 108
05, 092, 156, 188, 112
05, 093, 157, 189, 116
05, 094, 158, 190, 120
05, 095, 159, 191, 124
05, 096, 192, 224, 000
05, 097, 193, 225, 004
05, 098, 194, 226, 008
05, 099, 195, 227, 012
05, 100, 196, 228, 016
05, 101, 197, 229, 020
05, 102, 198, 230, 024
05, 103, 199, 231, 028
05, 104, 200, 232, 032
05, 105, 201, 233, 036
05, 106, 202, 234, 040
05, 107, 203, 235, 044
05, 108, 204, 236, 048
05, 109, 205, 237, 052
05, 110, 206, 238, 056
05, 111, 207, 239, 060
05, 112, 208, 240, 064
05, 113, 209, 241, 068
05, 114, 210, 242, 072
05, 115, 211, 243, 076
05, 116, 212, 244, 080
05, 117, 213, 245, 084
05, 118, 214, 246, 088
05, 119, 215, 247, 092
05, 120, 216, 248, 096
05, 121, 217, 249, 100
05, 122, 218, 250, 104
05, 123, 219, 251, 108
05, 124, 220, 252, 112
05, 125, 221, 253, 116
05, 126, 222, 254, 120
05, 127, 223, 255, 124

## Stage 6  (m=128, half=64, stride=2)
06, 000, 000, 064, 000
06, 001, 001, 065, 002
06, 002, 002, 066, 004
06, 003, 003, 067, 006
06, 004, 004, 068, 008
06, 005, 005, 069, 010
06, 006, 006, 070, 012
06, 007, 007, 071, 014
06, 008, 008, 072, 016
06, 009, 009, 073, 018
06, 010, 010, 074, 020
06, 011, 011, 075, 022
06, 012, 012, 076, 024
06, 013, 013, 077, 026
06, 014, 014, 078, 028
06, 015, 015, 079, 030
06, 016, 016, 080, 032
06, 017, 017, 081, 034
06, 018, 018, 082, 036
06, 019, 019, 083, 038
06, 020, 020, 084, 040
06, 021, 021, 085, 042
06, 022, 022, 086, 044
06, 023, 023, 087, 046
06, 024, 024, 088, 048
06, 025, 025, 089, 050
06, 026, 026, 090, 052
06, 027, 027, 091, 054
06, 028, 028, 092, 056
06, 029, 029, 093, 058
06, 030, 030, 094, 060
06, 031, 031, 095, 062
06, 032, 032, 096, 064
06, 033, 033, 097, 066
06, 034, 034, 098, 068
06, 035, 035, 099, 070
06, 036, 036, 100, 072
06, 037, 037, 101, 074
06, 038, 038, 102, 076
06, 039, 039, 103, 078
06, 040, 040, 104, 080
06, 041, 041, 105, 082
06, 042, 042, 106, 084
06, 043, 043, 107, 086
06, 044, 044, 108, 088
06, 045, 045, 109, 090
06, 046, 046, 110, 092
06, 047, 047, 111, 094
06, 048, 048, 112, 096
06, 049, 049, 113, 098
06, 050, 050, 114, 100
06, 051, 051, 115, 102
06, 052, 052, 116, 104
06, 053, 053, 117, 106
06, 054, 054, 118, 108
06, 055, 055, 119, 110
06, 056, 056, 120, 112
06, 057, 057, 121, 114
06, 058, 058, 122, 116
06, 059, 059, 123, 118
06, 060, 060, 124, 120
06, 061, 061, 125, 122
06, 062, 062, 126, 124
06, 063, 063, 127, 126
06, 064, 128, 192, 000
06, 065, 129, 193, 002
06, 066, 130, 194, 004
06, 067, 131, 195, 006
06, 068, 132, 196, 008
06, 069, 133, 197, 010
06, 070, 134, 198, 012
06, 071, 135, 199, 014
06, 072, 136, 200, 016
06, 073, 137, 201, 018
06, 074, 138, 202, 020
06, 075, 139, 203, 022
06, 076, 140, 204, 024
06, 077, 141, 205, 026
06, 078, 142, 206, 028
06, 079, 143, 207, 030
06, 080, 144, 208, 032
06, 081, 145, 209, 034
06, 082, 146, 210, 036
06, 083, 147, 211, 038
06, 084, 148, 212, 040
06, 085, 149, 213, 042
06, 086, 150, 214, 044
06, 087, 151, 215, 046
06, 088, 152, 216, 048
06, 089, 153, 217, 050
06, 090, 154, 218, 052
06, 091, 155, 219, 054
06, 092, 156, 220, 056
06, 093, 157, 221, 058
06, 094, 158, 222, 060
06, 095, 159, 223, 062
06, 096, 160, 224, 064
06, 097, 161, 225, 066
06, 098, 162, 226, 068
06, 099, 163, 227, 070
06, 100, 164, 228, 072
06, 101, 165, 229, 074
06, 102, 166, 230, 076
06, 103, 167, 231, 078
06, 104, 168, 232, 080
06, 105, 169, 233, 082
06, 106, 170, 234, 084
06, 107, 171, 235, 086
06, 108, 172, 236, 088
06, 109, 173, 237, 090
06, 110, 174, 238, 092
06, 111, 175, 239, 094
06, 112, 176, 240, 096
06, 113, 177, 241, 098
06, 114, 178, 242, 100
06, 115, 179, 243, 102
06, 116, 180, 244, 104
06, 117, 181, 245, 106
06, 118, 182, 246, 108
06, 119, 183, 247, 110
06, 120, 184, 248, 112
06, 121, 185, 249, 114
06, 122, 186, 250, 116
06, 123, 187, 251, 118
06, 124, 188, 252, 120
06, 125, 189, 253, 122
06, 126, 190, 254, 124
06, 127, 191, 255, 126

## Stage 7  (m=256, half=128, stride=1)
07, 000, 000, 128, 000
07, 001, 001, 129, 001
07, 002, 002, 130, 002
07, 003, 003, 131, 003
07, 004, 004, 132, 004
07, 005, 005, 133, 005
07, 006, 006, 134, 006
07, 007, 007, 135, 007
07, 008, 008, 136, 008
07, 009, 009, 137, 009
07, 010, 010, 138, 010
07, 011, 011, 139, 011
07, 012, 012, 140, 012
07, 013, 013, 141, 013
07, 014, 014, 142, 014
07, 015, 015, 143, 015
07, 016, 016, 144, 016
07, 017, 017, 145, 017
07, 018, 018, 146, 018
07, 019, 019, 147, 019
07, 020, 020, 148, 020
07, 021, 021, 149, 021
07, 022, 022, 150, 022
07, 023, 023, 151, 023
07, 024, 024, 152, 024
07, 025, 025, 153, 025
07, 026, 026, 154, 026
07, 027, 027, 155, 027
07, 028, 028, 156, 028
07, 029, 029, 157, 029
07, 030, 030, 158, 030
07, 031, 031, 159, 031
07, 032, 032, 160, 032
07, 033, 033, 161, 033
07, 034, 034, 162, 034
07, 035, 035, 163, 035
07, 036, 036, 164, 036
07, 037, 037, 165, 037
07, 038, 038, 166, 038
07, 039, 039, 167, 039
07, 040, 040, 168, 040
07, 041, 041, 169, 041
07, 042, 042, 170, 042
07, 043, 043, 171, 043
07, 044, 044, 172, 044
07, 045, 045, 173, 045
07, 046, 046, 174, 046
07, 047, 047, 175, 047
07, 048, 048, 176, 048
07, 049, 049, 177, 049
07, 050, 050, 178, 050
07, 051, 051, 179, 051
07, 052, 052, 180, 052
07, 053, 053, 181, 053
07, 054, 054, 182, 054
07, 055, 055, 183, 055
07, 056, 056, 184, 056
07, 057, 057, 185, 057
07, 058, 058, 186, 058
07, 059, 059, 187, 059
07, 060, 060, 188, 060
07, 061, 061, 189, 061
07, 062, 062, 190, 062
07, 063, 063, 191, 063
07, 064, 064, 192, 064
07, 065, 065, 193, 065
07, 066, 066, 194, 066
07, 067, 067, 195, 067
07, 068, 068, 196, 068
07, 069, 069, 197, 069
07, 070, 070, 198, 070
07, 071, 071, 199, 071
07, 072, 072, 200, 072
07, 073, 073, 201, 073
07, 074, 074, 202, 074
07, 075, 075, 203, 075
07, 076, 076, 204, 076
07, 077, 077, 205, 077
07, 078, 078, 206, 078
07, 079, 079, 207, 079
07, 080, 080, 208, 080
