# Radix-2 DIT FFT twiddle schedule
# Fields: stage, order_in_stage, top_idx, bot_idx, twiddle_idx

## Stage 0  (diff=128, group_size=256, num_groups=1)
01, 044, 044, 108, 000
01, 045, 045, 109, 000
01, 046, 046, 110, 000
01, 047, 047, 111, 000
01, 048, 048, 112, 000
01, 049, 049, 113, 000
01, 050, 050, 114, 000
01, 051, 051, 115, 000
01, 052, 052, 116, 000
01, 053, 053, 117, 000
01, 054, 054, 118, 000
01, 055, 055, 119, 000
01, 056, 056, 120, 000
01, 057, 057, 121, 000
01, 058, 058, 122, 000
01, 059, 059, 123, 000
01, 060, 060, 124, 000
01, 061, 061, 125, 000
01, 062, 062, 126, 000
01, 063, 063, 127, 000
01, 064, 128, 192, 064
01, 065, 129, 193, 064
01, 066, 130, 194, 064
01, 067, 131, 195, 064
01, 068, 132, 196, 064
01, 069, 133, 197, 064
01, 070, 134, 198, 064
01, 071, 135, 199, 064
01, 072, 136, 200, 064
01, 073, 137, 201, 064
01, 074, 138, 202, 064
01, 075, 139, 203, 064
01, 076, 140, 204, 064
01, 077, 141, 205, 064
01, 078, 142, 206, 064
01, 079, 143, 207, 064
01, 080, 144, 208, 064
01, 081, 145, 209, 064
01, 082, 146, 210, 064
01, 083, 147, 211, 064
01, 084, 148, 212, 064
01, 085, 149, 213, 064
01, 086, 150, 214, 064
01, 087, 151, 215, 064
01, 088, 152, 216, 064
01, 089, 153, 217, 064
01, 090, 154, 218, 064
01, 091, 155, 219, 064
01, 092, 156, 220, 064
01, 093, 157, 221, 064
01, 094, 158, 222, 064
01, 095, 159, 223, 064
01, 096, 160, 224, 064
01, 097, 161, 225, 064
01, 098, 162, 226, 064
01, 099, 163, 227, 064
01, 100, 164, 228, 064
01, 101, 165, 229, 064
01, 102, 166, 230, 064
01, 103, 167, 231, 064
01, 104, 168, 232, 064
01, 105, 169, 233, 064
01, 106, 170, 234, 064
01, 107, 171, 235, 064
01, 108, 172, 236, 064
01, 109, 173, 237, 064
01, 110, 174, 238, 064
01, 111, 175, 239, 064
01, 112, 176, 240, 064
01, 113, 177, 241, 064
01, 114, 178, 242, 064
01, 115, 179, 243, 064
01, 116, 180, 244, 064
01, 117, 181, 245, 064
01, 118, 182, 246, 064
01, 119, 183, 247, 064
01, 120, 184, 248, 064
01, 121, 185, 249, 064
01, 122, 186, 250, 064
01, 123, 187, 251, 064
01, 124, 188, 252, 064
01, 125, 189, 253, 064
01, 126, 190, 254, 064
01, 127, 191, 255, 064

## Stage 2  (diff=32, group_size=64, num_groups=4)
02, 000, 000, 032, 000
02, 001, 001, 033, 000
02, 002, 002, 034, 000
02, 003, 003, 035, 000
02, 004, 004, 036, 000
02, 005, 005, 037, 000
02, 006, 006, 038, 000
02, 007, 007, 039, 000
02, 008, 008, 040, 000
02, 009, 009, 041, 000
02, 010, 010, 042, 000
02, 011, 011, 043, 000
02, 012, 012, 044, 000
02, 013, 013, 045, 000
02, 014, 014, 046, 000
02, 015, 015, 047, 000
02, 016, 016, 048, 000
02, 017, 017, 049, 000
02, 018, 018, 050, 000
02, 019, 019, 051, 000
02, 020, 020, 052, 000
02, 021, 021, 053, 000
02, 022, 022, 054, 000
02, 023, 023, 055, 000
02, 024, 024, 056, 000
02, 025, 025, 057, 000
02, 026, 026, 058, 000
02, 027, 027, 059, 000
02, 028, 028, 060, 000
02, 029, 029, 061, 000
02, 030, 030, 062, 000
02, 031, 031, 063, 000
02, 032, 064, 096, 064
02, 033, 065, 097, 064
02, 034, 066, 098, 064
02, 035, 067, 099, 064
02, 036, 068, 100, 064
02, 037, 069, 101, 064
02, 038, 070, 102, 064
02, 039, 071, 103, 064
02, 040, 072, 104, 064
02, 041, 073, 105, 064
02, 042, 074, 106, 064
02, 043, 075, 107, 064
02, 044, 076, 108, 064
02, 045, 077, 109, 064
02, 046, 078, 110, 064
02, 047, 079, 111, 064
02, 048, 080, 112, 064
02, 049, 081, 113, 064
02, 050, 082, 114, 064
02, 051, 083, 115, 064
02, 052, 084, 116, 064
02, 053, 085, 117, 064
02, 054, 086, 118, 064
02, 055, 087, 119, 064
02, 056, 088, 120, 064
02, 057, 089, 121, 064
02, 058, 090, 122, 064
02, 059, 091, 123, 064
02, 060, 092, 124, 064
02, 061, 093, 125, 064
02, 062, 094, 126, 064
02, 063, 095, 127, 064
02, 064, 128, 160, 032
02, 065, 129, 161, 032
02, 066, 130, 162, 032
02, 067, 131, 163, 032
02, 068, 132, 164, 032
02, 069, 133, 165, 032
02, 070, 134, 166, 032
02, 071, 135, 167, 032
02, 072, 136, 168, 032
02, 073, 137, 169, 032
02, 074, 138, 170, 032
02, 075, 139, 171, 032
02, 076, 140, 172, 032
02, 077, 141, 173, 032
02, 078, 142, 174, 032
02, 079, 143, 175, 032
02, 080, 144, 176, 032
02, 081, 145, 177, 032
02, 082, 146, 178, 032
02, 083, 147, 179, 032
02, 084, 148, 180, 032
02, 085, 149, 181, 032
02, 086, 150, 182, 032
02, 087, 151, 183, 032
02, 088, 152, 184, 032
02, 089, 153, 185, 032
02, 090, 154, 186, 032
02, 091, 155, 187, 032
02, 092, 156, 188, 032
02, 093, 157, 189, 032
02, 094, 158, 190, 032
02, 095, 159, 191, 032
02, 096, 192, 224, 096
02, 097, 193, 225, 096
02, 098, 194, 226, 096
02, 099, 195, 227, 096
02, 100, 196, 228, 096
02, 101, 197, 229, 096
02, 102, 198, 230, 096
02, 103, 199, 231, 096
02, 104, 200, 232, 096
02, 105, 201, 233, 096
02, 106, 202, 234, 096
02, 107, 203, 235, 096
02, 108, 204, 236, 096
02, 109, 205, 237, 096
02, 110, 206, 238, 096
02, 111, 207, 239, 096
02, 112, 208, 240, 096
02, 113, 209, 241, 096
02, 114, 210, 242, 096
02, 115, 211, 243, 096
02, 116, 212, 244, 096
02, 117, 213, 245, 096
02, 118, 214, 246, 096
02, 119, 215, 247, 096
02, 120, 216, 248, 096
02, 121, 217, 249, 096
02, 122, 218, 250, 096
02, 123, 219, 251, 096
02, 124, 220, 252, 096
02, 125, 221, 253, 096
02, 126, 222, 254, 096
02, 127, 223, 255, 096

## Stage 3  (diff=16, group_size=32, num_groups=8)
03, 000, 000, 016, 000
03, 001, 001, 017, 000
03, 002, 002, 018, 000
03, 003, 003, 019, 000
03, 004, 004, 020, 000
03, 005, 005, 021, 000
03, 006, 006, 022, 000
03, 007, 007, 023, 000
03, 008, 008, 024, 000
03, 009, 009, 025, 000
03, 010, 010, 026, 000
03, 011, 011, 027, 000
03, 012, 012, 028, 000
03, 013, 013, 029, 000
03, 014, 014, 030, 000
03, 015, 015, 031, 000
03, 016, 032, 048, 064
03, 017, 033, 049, 064
03, 018, 034, 050, 064
03, 019, 035, 051, 064
03, 020, 036, 052, 064
03, 021, 037, 053, 064
03, 022, 038, 054, 064
03, 023, 039, 055, 064
03, 024, 040, 056, 064
03, 025, 041, 057, 064
03, 026, 042, 058, 064
03, 027, 043, 059, 064
03, 028, 044, 060, 064
03, 029, 045, 061, 064
03, 030, 046, 062, 064
03, 031, 047, 063, 064
03, 032, 064, 080, 032
03, 033, 065, 081, 032
03, 034, 066, 082, 032
03, 035, 067, 083, 032
03, 036, 068, 084, 032
03, 037, 069, 085, 032
03, 038, 070, 086, 032
03, 039, 071, 087, 032
03, 040, 072, 088, 032
03, 041, 073, 089, 032
03, 042, 074, 090, 032
03, 043, 075, 091, 032
03, 044, 076, 092, 032
03, 045, 077, 093, 032
03, 046, 078, 094, 032
03, 047, 079, 095, 032
03, 048, 096, 112, 096
03, 049, 097, 113, 096
03, 050, 098, 114, 096
03, 051, 099, 115, 096
03, 052, 100, 116, 096
03, 053, 101, 117, 096
03, 054, 102, 118, 096
03, 055, 103, 119, 096
03, 056, 104, 120, 096
03, 057, 105, 121, 096
03, 058, 106, 122, 096
03, 059, 107, 123, 096
03, 060, 108, 124, 096
03, 061, 109, 125, 096
03, 062, 110, 126, 096
03, 063, 111, 127, 096
03, 064, 128, 144, 016
03, 065, 129, 145, 016
03, 066, 130, 146, 016
03, 067, 131, 147, 016
03, 068, 132, 148, 016
03, 069, 133, 149, 016
03, 070, 134, 150, 016
03, 071, 135, 151, 016
03, 072, 136, 152, 016
03, 073, 137, 153, 016
03, 074, 138, 154, 016
03, 075, 139, 155, 016
03, 076, 140, 156, 016
03, 077, 141, 157, 016
03, 078, 142, 158, 016
03, 079, 143, 159, 016
03, 080, 160, 176, 080
03, 081, 161, 177, 080
03, 082, 162, 178, 080
03, 083, 163, 179, 080
03, 084, 164, 180, 080
03, 085, 165, 181, 080
03, 086, 166, 182, 080
03, 087, 167, 183, 080
03, 088, 168, 184, 080
03, 089, 169, 185, 080
03, 090, 170, 186, 080
03, 091, 171, 187, 080
03, 092, 172, 188, 080
03, 093, 173, 189, 080
03, 094, 174, 190, 080
03, 095, 175, 191, 080
03, 096, 192, 208, 048
03, 097, 193, 209, 048
03, 098, 194, 210, 048
03, 099, 195, 211, 048
03, 100, 196, 212, 048
03, 101, 197, 213, 048
03, 102, 198, 214, 048
03, 103, 199, 215, 048
03, 104, 200, 216, 048
03, 105, 201, 217, 048
03, 106, 202, 218, 048
03, 107, 203, 219, 048
03, 108, 204, 220, 048
03, 109, 205, 221, 048
03, 110, 206, 222, 048
03, 111, 207, 223, 048
03, 112, 224, 240, 112
03, 113, 225, 241, 112
03, 114, 226, 242, 112
03, 115, 227, 243, 112
03, 116, 228, 244, 112
03, 117, 229, 245, 112
03, 118, 230, 246, 112
03, 119, 231, 247, 112
03, 120, 232, 248, 112
03, 121, 233, 249, 112
03, 122, 234, 250, 112
03, 123, 235, 251, 112
03, 124, 236, 252, 112
03, 125, 237, 253, 112
03, 126, 238, 254, 112
03, 127, 239, 255, 112

## Stage 4  (diff=8, group_size=16, num_groups=16)
04, 000, 000, 008, 000
04, 001, 001, 009, 000
04, 002, 002, 010, 000
04, 003, 003, 011, 000
04, 004, 004, 012, 000
04, 005, 005, 013, 000
04, 006, 006, 014, 000
04, 007, 007, 015, 000
04, 008, 016, 024, 064
04, 009, 017, 025, 064
04, 010, 018, 026, 064
04, 011, 019, 027, 064
04, 012, 020, 028, 064
04, 013, 021, 029, 064
04, 014, 022, 030, 064
04, 015, 023, 031, 064
04, 016, 032, 040, 032
04, 017, 033, 041, 032
04, 018, 034, 042, 032
04, 019, 035, 043, 032
04, 020, 036, 044, 032
04, 021, 037, 045, 032
04, 022, 038, 046, 032
04, 023, 039, 047, 032
04, 024, 048, 056, 096
04, 025, 049, 057, 096
04, 026, 050, 058, 096
04, 027, 051, 059, 096
04, 028, 052, 060, 096
04, 029, 053, 061, 096
04, 030, 054, 062, 096
04, 031, 055, 063, 096
04, 032, 064, 072, 016
04, 033, 065, 073, 016
04, 034, 066, 074, 016
04, 035, 067, 075, 016
04, 036, 068, 076, 016
04, 037, 069, 077, 016
04, 038, 070, 078, 016
04, 039, 071, 079, 016
04, 040, 080, 088, 080
04, 041, 081, 089, 080
04, 042, 082, 090, 080
04, 043, 083, 091, 080
04, 044, 084, 092, 080
04, 045, 085, 093, 080
04, 046, 086, 094, 080
04, 047, 087, 095, 080
04, 048, 096, 104, 048
04, 049, 097, 105, 048
04, 050, 098, 106, 048
04, 051, 099, 107, 048
04, 052, 100, 108, 048
04, 053, 101, 109, 048
04, 054, 102, 110, 048
04, 055, 103, 111, 048
04, 056, 112, 120, 112
04, 057, 113, 121, 112
04, 058, 114, 122, 112
04, 059, 115, 123, 112
04, 060, 116, 124, 112
04, 061, 117, 125, 112
04, 062, 118, 126, 112
04, 063, 119, 127, 112
04, 064, 128, 136, 008
04, 065, 129, 137, 008
04, 066, 130, 138, 008
04, 067, 131, 139, 008
04, 068, 132, 140, 008
04, 069, 133, 141, 008
04, 070, 134, 142, 008
04, 071, 135, 143, 008
04, 072, 144, 152, 072
04, 073, 145, 153, 072
04, 074, 146, 154, 072
04, 075, 147, 155, 072
04, 076, 148, 156, 072
04, 077, 149, 157, 072
04, 078, 150, 158, 072
04, 079, 151, 159, 072
04, 080, 160, 168, 040
04, 081, 161, 169, 040
04, 082, 162, 170, 040
04, 083, 163, 171, 040
04, 084, 164, 172, 040
04, 085, 165, 173, 040
04, 086, 166, 174, 040
04, 087, 167, 175, 040
04, 088, 176, 184, 104
04, 089, 177, 185, 104
04, 090, 178, 186, 104
04, 091, 179, 187, 104
04, 092, 180, 188, 104
04, 093, 181, 189, 104
04, 094, 182, 190, 104
04, 095, 183, 191, 104
04, 096, 192, 200, 024
04, 097, 193, 201, 024
04, 098, 194, 202, 024
04, 099, 195, 203, 024
04, 100, 196, 204, 024
04, 101, 197, 205, 024
04, 102, 198, 206, 024
04, 103, 199, 207, 024
04, 104, 208, 216, 088
04, 105, 209, 217, 088
04, 106, 210, 218, 088
04, 107, 211, 219, 088
04, 108, 212, 220, 088
04, 109, 213, 221, 088
04, 110, 214, 222, 088
04, 111, 215, 223, 088
04, 112, 224, 232, 056
04, 113, 225, 233, 056
04, 114, 226, 234, 056
04, 115, 227, 235, 056
04, 116, 228, 236, 056
04, 117, 229, 237, 056
04, 118, 230, 238, 056
04, 119, 231, 239, 056
04, 120, 240, 248, 120
04, 121, 241, 249, 120
04, 122, 242, 250, 120
04, 123, 243, 251, 120
04, 124, 244, 252, 120
04, 125, 245, 253, 120
04, 126, 246, 254, 120
04, 127, 247, 255, 120

## Stage 5  (diff=4, group_size=8, num_groups=32)
05, 000, 000, 004, 000
05, 001, 001, 005, 000
05, 002, 002, 006, 000
05, 003, 003, 007, 000
05, 004, 008, 012, 064
05, 005, 009, 013, 064
05, 006, 010, 014, 064
05, 007, 011, 015, 064
05, 008, 016, 020, 032
05, 009, 017, 021, 032
05, 010, 018, 022, 032
05, 011, 019, 023, 032
05, 012, 024, 028, 096
05, 013, 025, 029, 096
05, 014, 026, 030, 096
05, 015, 027, 031, 096
05, 016, 032, 036, 016
05, 017, 033, 037, 016
05, 018, 034, 038, 016
05, 019, 035, 039, 016
05, 020, 040, 044, 080
05, 021, 041, 045, 080
05, 022, 042, 046, 080
05, 023, 043, 047, 080
05, 024, 048, 052, 048
05, 025, 049, 053, 048
05, 026, 050, 054, 048
05, 027, 051, 055, 048
05, 028, 056, 060, 112
05, 029, 057, 061, 112
05, 030, 058, 062, 112
05, 031, 059, 063, 112
05, 032, 064, 068, 008
05, 033, 065, 069, 008
05, 034, 066, 070, 008
05, 035, 067, 071, 008
05, 036, 072, 076, 072
05, 037, 073, 077, 072
05, 038, 074, 078, 072
05, 039, 075, 079, 072
05, 040, 080, 084, 040
05, 041, 081, 085, 040
05, 042, 082, 086, 040
05, 043, 083, 087, 040
05, 044, 088, 092, 104
05, 045, 089, 093, 104
05, 046, 090, 094, 104
05, 047, 091, 095, 104
05, 048, 096, 100, 024
05, 049, 097, 101, 024
05, 050, 098, 102, 024
05, 051, 099, 103, 024
05, 052, 104, 108, 088
05, 053, 105, 109, 088
05, 054, 106, 110, 088
05, 055, 107, 111, 088
05, 056, 112, 116, 056
05, 057, 113, 117, 056
05, 058, 114, 118, 056
05, 059, 115, 119, 056
05, 060, 120, 124, 120
05, 061, 121, 125, 120
05, 062, 122, 126, 120
05, 063, 123, 127, 120
05, 064, 128, 132, 004
05, 065, 129, 133, 004
05, 066, 130, 134, 004
05, 067, 131, 135, 004
05, 068, 136, 140, 068
05, 069, 137, 141, 068
05, 070, 138, 142, 068
05, 071, 139, 143, 068
05, 072, 144, 148, 036
05, 073, 145, 149, 036
05, 074, 146, 150, 036
05, 075, 147, 151, 036
05, 076, 152, 156, 100
05, 077, 153, 157, 100
05, 078, 154, 158, 100
05, 079, 155, 159, 100
05, 080, 160, 164, 020
05, 081, 161, 165, 020
05, 082, 162, 166, 020
05, 083, 163, 167, 020
05, 084, 168, 172, 084
05, 085, 169, 173, 084
05, 086, 170, 174, 084
05, 087, 171, 175, 084
05, 088, 176, 180, 052
05, 089, 177, 181, 052
05, 090, 178, 182, 052
05, 091, 179, 183, 052
05, 092, 184, 188, 116
05, 093, 185, 189, 116
05, 094, 186, 190, 116
05, 095, 187, 191, 116
05, 096, 192, 196, 012
05, 097, 193, 197, 012
05, 098, 194, 198, 012
05, 099, 195, 199, 012
05, 100, 200, 204, 076
05, 101, 201, 205, 076
05, 102, 202, 206, 076
05, 103, 203, 207, 076
05, 104, 208, 212, 044
05, 105, 209, 213, 044
05, 106, 210, 214, 044
05, 107, 211, 215, 044
05, 108, 216, 220, 108
05, 109, 217, 221, 108
05, 110, 218, 222, 108
05, 111, 219, 223, 108
05, 112, 224, 228, 028
05, 113, 225, 229, 028
05, 114, 226, 230, 028
05, 115, 227, 231, 028
05, 116, 232, 236, 092
05, 117, 233, 237, 092
05, 118, 234, 238, 092
05, 119, 235, 239, 092
05, 120, 240, 244, 060
05, 121, 241, 245, 060
05, 122, 242, 246, 060
05, 123, 243, 247, 060
05, 124, 248, 252, 124
05, 125, 249, 253, 124
05, 126, 250, 254, 124
05, 127, 251, 255, 124

## Stage 6  (diff=2, group_size=4, num_groups=64)
06, 000, 000, 002, 000
06, 001, 001, 003, 000
06, 002, 004, 006, 064
06, 003, 005, 007, 064
06, 004, 008, 010, 032
06, 005, 009, 011, 032
06, 006, 012, 014, 096
06, 007, 013, 015, 096
06, 008, 016, 018, 016
06, 009, 017, 019, 016
06, 010, 020, 022, 080
06, 011, 021, 023, 080
06, 012, 024, 026, 048
06, 013, 025, 027, 048
06, 014, 028, 030, 112
06, 015, 029, 031, 112
06, 016, 032, 034, 008
06, 017, 033, 035, 008
06, 018, 036, 038, 072
06, 019, 037, 039, 072
06, 020, 040, 042, 040
06, 021, 041, 043, 040
06, 022, 044, 046, 104
06, 023, 045, 047, 104
06, 024, 048, 050, 024
06, 025, 049, 051, 024
06, 026, 052, 054, 088
06, 027, 053, 055, 088
06, 028, 056, 058, 056
06, 029, 057, 059, 056
06, 030, 060, 062, 120
06, 031, 061, 063, 120
06, 032, 064, 066, 004
06, 033, 065, 067, 004
06, 034, 068, 070, 068
06, 035, 069, 071, 068
06, 036, 072, 074, 036
06, 037, 073, 075, 036
06, 038, 076, 078, 100
06, 039, 077, 079, 100
06, 040, 080, 082, 020
06, 041, 081, 083, 020
06, 042, 084, 086, 084
06, 043, 085, 087, 084
06, 044, 088, 090, 052
06, 045, 089, 091, 052
06, 046, 092, 094, 116
06, 047, 093, 095, 116
06, 048, 096, 098, 012
06, 049, 097, 099, 012
06, 050, 100, 102, 076
06, 051, 101, 103, 076
06, 052, 104, 106, 044
06, 053, 105, 107, 044
06, 054, 108, 110, 108
06, 055, 109, 111, 108
06, 056, 112, 114, 028
06, 057, 113, 115, 028
06, 058, 116, 118, 092
06, 059, 117, 119, 092
06, 060, 120, 122, 060
06, 061, 121, 123, 060
06, 062, 124, 126, 124
06, 063, 125, 127, 124
06, 064, 128, 130, 002
06, 065, 129, 131, 002
06, 066, 132, 134, 066
06, 067, 133, 135, 066
06, 068, 136, 138, 034
06, 069, 137, 139, 034
06, 070, 140, 142, 098
06, 071, 141, 143, 098
06, 072, 144, 146, 018
06, 073, 145, 147, 018
06, 074, 148, 150, 082
06, 075, 149, 151, 082
06, 076, 152, 154, 050
06, 077, 153, 155, 050
06, 078, 156, 158, 114
06, 079, 157, 159, 114
06, 080, 160, 162, 010
06, 081, 161, 163, 010
06, 082, 164, 166, 074
06, 083, 165, 167, 074
06, 084, 168, 170, 042
06, 085, 169, 171, 042
06, 086, 172, 174, 106
06, 087, 173, 175, 106
06, 088, 176, 178, 026
06, 089, 177, 179, 026
06, 090, 180, 182, 090
06, 091, 181, 183, 090
06, 092, 184, 186, 058
06, 093, 185, 187, 058
06, 094, 188, 190, 122
06, 095, 189, 191, 122
06, 096, 192, 194, 006
06, 097, 193, 195, 006
06, 098, 196, 198, 070
06, 099, 197, 199, 070
06, 100, 200, 202, 038
06, 101, 201, 203, 038
06, 102, 204, 206, 102
06, 103, 205, 207, 102
06, 104, 208, 210, 022
06, 105, 209, 211, 022
06, 106, 212, 214, 086
06, 107, 213, 215, 086
06, 108, 216, 218, 054
06, 109, 217, 219, 054
06, 110, 220, 222, 118
06, 111, 221, 223, 118
06, 112, 224, 226, 014
06, 113, 225, 227, 014
06, 114, 228, 230, 078
06, 115, 229, 231, 078
06, 116, 232, 234, 046
06, 117, 233, 235, 046
06, 118, 236, 238, 110
06, 119, 237, 239, 110
06, 120, 240, 242, 030
06, 121, 241, 243, 030
06, 122, 244, 246, 094
06, 123, 245, 247, 094
06, 124, 248, 250, 062
06, 125, 249, 251, 062
06, 126, 252, 254, 126
06, 127, 253, 255, 126

## Stage 7  (diff=1, group_size=2, num_groups=128)
07, 000, 000, 001, 000
07, 001, 002, 003, 064
07, 002, 004, 005, 032
07, 003, 006, 007, 096
07, 004, 008, 009, 016
07, 005, 010, 011, 080
07, 006, 012, 013, 048
07, 007, 014, 015, 112
07, 008, 016, 017, 008
07, 009, 018, 019, 072
07, 010, 020, 021, 040
07, 011, 022, 023, 104
07, 012, 024, 025, 024
07, 013, 026, 027, 088
07, 014, 028, 029, 056
07, 015, 030, 031, 120
07, 016, 032, 033, 004
07, 017, 034, 035, 068
07, 018, 036, 037, 036
07, 019, 038, 039, 100
07, 020, 040, 041, 020
07, 021, 042, 043, 084
07, 022, 044, 045, 052
07, 023, 046, 047, 116
07, 024, 048, 049, 012
07, 025, 050, 051, 076
07, 026, 052, 053, 044
07, 027, 054, 055, 108
07, 028, 056, 057, 028
07, 029, 058, 059, 092
07, 030, 060, 061, 060
07, 031, 062, 063, 124
07, 032, 064, 065, 002
07, 033, 066, 067, 066
07, 034, 068, 069, 034
07, 035, 070, 071, 098
07, 036, 072, 073, 018
07, 037, 074, 075, 082
07, 038, 076, 077, 050
07, 039, 078, 079, 114
07, 040, 080, 081, 010
07, 041, 082, 083, 074
07, 042, 084, 085, 042
07, 043, 086, 087, 106
07, 044, 088, 089, 026
07, 045, 090, 091, 090
07, 046, 092, 093, 058
07, 047, 094, 095, 122
07, 048, 096, 097, 006
07, 049, 098, 099, 070
07, 050, 100, 101, 038
07, 051, 102, 103, 102
07, 052, 104, 105, 022
07, 053, 106, 107, 086
07, 054, 108, 109, 054
07, 055, 110, 111, 118
07, 056, 112, 113, 014
07, 057, 114, 115, 078
07, 058, 116, 117, 046
07, 059, 118, 119, 110
07, 060, 120, 121, 030
07, 061, 122, 123, 094
07, 062, 124, 125, 062
07, 063, 126, 127, 126
07, 064, 128, 129, 001
07, 065, 130, 131, 065
07, 066, 132, 133, 033
07, 067, 134, 135, 097
07, 068, 136, 137, 017
07, 069, 138, 139, 081
07, 070, 140, 141, 049
07, 071, 142, 143, 113
07, 072, 144, 145, 009
07, 073, 146, 147, 073
07, 074, 148, 149, 041
07, 075, 150, 151, 105
07, 076, 152, 153, 025
07, 077, 154, 155, 089
